source,id,parentId,priority,match_type,category,businessRuleLabel,likert_value,likert_label,ALL_OF,ANY_OF,NONE_OF,threshold_attr,weight
LinkedIn,6009,null,68,profile,Adversarial,Education & Skills Thinness,2,Low,"LI-2102,LI-2004-02",,,,-1
LinkedIn,6009,null,68,profile,Adversarial,Education & Skills Thinness,3,Medium,"LI-2103,LI-2004-03",,,,0
LinkedIn,6009,null,68,profile,Adversarial,Education & Skills Thinness,4,High,"LI-2104,LI-2004-04",,,,1
LinkedIn,6009,null,68,profile,Adversarial,Education & Skills Thinness,5,Very High,"LI-2105,LI-2004-05",,,,2
LinkedIn,6010,null,69,profile,Adversarial,Headline Substance Risk,1,Very Low,"LI-1101,LI-2001",,,,-2
LinkedIn,6010,null,69,profile,Adversarial,Headline Substance Risk,2,Low,"LI-1102,LI-2002",,,,-1
LinkedIn,6010,null,69,profile,Adversarial,Headline Substance Risk,3,Medium,"LI-1103,LI-2003",,,,0
LinkedIn,6010,null,69,profile,Adversarial,Headline Substance Risk,4,High,"LI-1104,LI-2004",,,,1
LinkedIn,6010,null,69,profile,Adversarial,Headline Substance Risk,5,Very High,"LI-1105,LI-2005",,,,2
LinkedIn,6011,null,70,profile,Adversarial,Web Presence Risk,1,Very Low,"LI-2401,LI-1008-F",,,,-2
LinkedIn,6011,null,70,profile,Adversarial,Web Presence Risk,2,Low,"LI-2402,LI-2020-F",,,,-1
LinkedIn,6011,null,70,profile,Adversarial,Web Presence Risk,3,Medium,"LI-2403,LI-2020-F",,,,0
LinkedIn,6011,null,70,profile,Adversarial,Web Presence Risk,4,High,"LI-2404,LI-2020-F",,,,1
LinkedIn,6011,null,70,profile,Adversarial,Web Presence Risk,5,Very High,"LI-2405,LI-2020-F",,,,2
